LatinName,PolishName,Description,Edibility,Toxicity,Habitat
Psilocybe heimii,Łysiczka Heima,Grzyb o brązowym kapeluszu zawierający substancje psychoaktywne. Rośnie na ziemi w lasach tropikalnych. Owocniki pojawiają się przez cały rok,Niejadalny,Halucynogenny,"Liściasty
"
Psilocybe hoogshagenii,Łysiczka Hoogshagena,Grzyb o brązowym kapeluszu zawierający substancje psychoaktywne. Rośnie na ziemi w lasach tropikalnych. Owocniki pojawiają się przez cały rok,Niejadalny,Halucynogenny,"Liściasty
"
Psilocybe mescaleroensis,Łysiczka mescalero,Grzyb o brązowym kapeluszu zawierający substancje psychoaktywne. Rośnie na ziemi w lasach. Owocniki pojawiają się latem i jesienią,Niejadalny,Halucynogenny,"Mieszany
"
Psilocybe mexicana,Łysiczka meksykańska,Grzyb o brązowym kapeluszu zawierający substancje psychoaktywne. Rośnie na ziemi w lasach tropikalnych. Owocniki pojawiają się przez cały rok,Niejadalny,Halucynogenny,"Liściasty
"
Psilocybe moseri,Łysiczka Mosera,Grzyb o brązowym kapeluszu zawierający substancje psychoaktywne. Rośnie na ziemi w lasach. Owocniki pojawiają się jesienią,Niejadalny,Halucynogenny,"Mieszany
"
Psilocybe muliercula,Łysiczka kobieca,Grzyb o brązowym kapeluszu zawierający substancje psychoaktywne. Rośnie na ziemi w lasach tropikalnych. Owocniki pojawiają się przez cały rok,Niejadalny,Halucynogenny,"Liściasty
"
Psilocybe neoxalapensis,Łysiczka meksykańska,Grzyb o brązowym kapeluszu zawierający substancje psychoaktywne. Rośnie na ziemi w lasach tropikalnych. Owocniki pojawiają się przez cały rok,Niejadalny,Halucynogenny,"Liściasty
"
Psilocybe ovoideocystidiata,Łysiczka jajowatocystydowa,Grzyb o brązowym kapeluszu zawierający substancje psychoaktywne. Rośnie na ziemi w lasach. Owocniki pojawiają się wiosną i latem,Niejadalny,Halucynogenny,"Mieszany
"
Psilocybe papuana,Łysiczka papuaska,Grzyb o brązowym kapeluszu zawierający substancje psychoaktywne. Rośnie na ziemi w lasach tropikalnych. Owocniki pojawiają się przez cały rok,Niejadalny,Halucynogenny,"Liściasty
"
Psilocybe pelliculosa,Łysiczka błonkowata,Grzyb o brązowym kapeluszu zawierający substancje psychoaktywne. Rośnie na ziemi w lasach. Owocniki pojawiają się jesienią,Niejadalny,Halucynogenny,"Mieszany
"
Psilocybe semilanceata,Łysiczka lancetowata,"Grzyb o stożkowatym, brązowym kapeluszu zawierający substancje psychoaktywne. Rośnie na łąkach. Owocniki pojawiają się jesienią",Niejadalny,Halucynogenny,"Liściasty
"
Psilocybe stuntzii,Łysiczka Stuntza,Grzyb o brązowym kapeluszu zawierający substancje psychoaktywne. Rośnie na ziemi w lasach. Owocniki pojawiają się jesienią,Niejadalny,Halucynogenny,"Mieszany
"
Psilocybe subaeruginosa,Łysiczka niebieszczejąca,"Grzyb o brązowym kapeluszu, który niebieszczeje po uszkodzeniu, zawierający substancje psychoaktywne. Rośnie na ziemi w lasach. Owocniki pojawiają się jesienią",Niejadalny,Halucynogenny,"Mieszany
"
Psilocybe subtropicalis,Łysiczka subtropikalna,Grzyb o brązowym kapeluszu zawierający substancje psychoaktywne. Rośnie na ziemi w lasach subtropikalnych. Owocniki pojawiają się przez cały rok,Niejadalny,Halucynogenny,"Liściasty
"
Psilocybe tasmaniana,Łysiczka tasmańska,Grzyb o brązowym kapeluszu zawierający substancje psychoaktywne. Rośnie na ziemi w lasach. Owocniki pojawiają się jesienią,Niejadalny,Halucynogenny,"Mieszany
"
Psilocybe weraroa,Łysiczka nowozelandzka,Grzyb o brązowym kapeluszu zawierający substancje psychoaktywne. Rośnie na ziemi w lasach. Owocniki pojawiają się jesienią,Niejadalny,Halucynogenny,"Mieszany
"
Psilocybe yungensis,Łysiczka boliwijska,Grzyb o brązowym kapeluszu zawierający substancje psychoaktywne. Rośnie na ziemi w lasach tropikalnych. Owocniki pojawiają się przez cały rok,Niejadalny,Halucynogenny,"Liściasty
"
Psilocybe zapotecorum,Łysiczka zapoteków,Grzyb o brązowym kapeluszu zawierający substancje psychoaktywne. Rośnie na ziemi w lasach tropikalnych. Owocniki pojawiają się przez cały rok,Niejadalny,Halucynogenny,"Liściasty
"
Pulchroboletus rubricitrinus,Borowik cytrynowoczerwony,Grzyb o czerwonym kapeluszu z żółtym odcieniem i żółtymi porami. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Pulchroboletus sclerotiorum,Borowik sklerocjowy,Grzyb o brązowym kapeluszu wyrastający ze sklerocjum. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Pulveroboletus curtisii,Borowik Curtisa,Grzyb o żółtym kapeluszu pokrytym brązowym proszkiem. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Pulveroboletus ravenelii,Borowik Ravenela,Grzyb o żółtym kapeluszu pokrytym brązowym proszkiem. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Pycnoporellus fulgens,Miękusz pomarańczowy,"Grzyb o jaskrawopomarańczowym, konsolowatym owocniku. Rośnie na martwym drewnie drzew iglastych. Owocniki pojawiają się przez cały rok",Niejadalny,Nie trujący,"Iglasty
"
Ramaria,Koralówka,Rodzaj grzybów o koralowato rozgałęzionych owocnikach. Rosną na ziemi w lasach. Owocniki pojawiają się latem i jesienią,"Niektóre jadalne, inne niejadalne",Niektóre trujące,"Mieszany
"
Ramaria formosa,Koralówka strojna,"Grzyb o koralowato rozgałęzionym, różowawym owocniku. Rośnie na ziemi w lasach liściastych. Owocniki pojawiają się latem i jesienią",Niejadalny,Trujący,"Liściasty
"
Retiboletus ornatipes,Borowik ozdobny,Grzyb o brązowym kapeluszu i żółtym trzonie pokrytym siateczką. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Rhizocybe pruinosa,Lejkówka oszroniona,"Grzyb o szarobrązowym, lejkowatym kapeluszu pokrytym białawym nalotem. Rośnie na ziemi w lasach liściastych. Owocniki pojawiają się jesienią",Niejadalny,Nie trujący,"Liściasty
"
Rhizomarasmius pyrrhocephalus,Twardzioszek czerwonogłowy,"Grzyb o małym, czerwonawym kapeluszu. Rośnie na martwych gałązkach drzew liściastych. Owocniki pojawiają się latem i jesienią",Niejadalny,Nie trujący,"Liściasty
"
Rhizopogon occidentalis,Piestrówka zachodnia,"Grzyb o podziemnym, bulwiastym owocniku. Rośnie w symbiozie z drzewami iglastymi. Owocniki pojawiają się przez cały rok",Jadalny,Nie trujący,"Iglasty
"
Rhodocollybia oregonensis,Pieniążek oregoński,Grzyb o brązowym kapeluszu. Rośnie na ziemi w lasach iglastych. Owocniki pojawiają się latem i jesienią,Niejadalny,Nie trujący,"Iglasty
"
Rhodofomes cajanderi,Żagiew Cajandera,"Grzyb o różowawym, konsolowatym owocniku. Rośnie na martwym drewnie drzew iglastych. Owocniki pojawiają się przez cały rok",Niejadalny,Nie trujący,"Iglasty
"
Rhodophana nitellina,Dzwonkówka błyszcząca,"Grzyb o brązowym, błyszczącym kapeluszu. Rośnie na ziemi w lasach liściastych. Owocniki pojawiają się latem i jesienią",Niejadalny,Nie trujący,"Liściasty
"
Rhodotus palmatus,Wodnichowiec różowy,"Grzyb o różowym, galaretowatym owocniku. Rośnie na martwym drewnie drzew liściastych. Owocniki pojawiają się latem i jesienią",Niejadalny,Nie trujący,"Liściasty
"
Ripartitella brasiliensis,Łuskwiak brazylijski,Grzyb o brązowym kapeluszu pokrytym łuskami. Rośnie na martwym drewnie drzew liściastych. Owocniki pojawiają się przez cały rok,Niejadalny,Nie trujący,"Liściasty
"
Rubroboletus rhodosanguineus,Borowik czerwonokrwisty,Grzyb o czerwonym kapeluszu i trzonie. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Niejadalny,Trujący,"Liściasty
"
Russula,Gołąbek,Rodzaj grzybów o kruchych owocnikach. Rosną na ziemi w lasach. Owocniki pojawiają się latem i jesienią,"Niektóre jadalne, inne niejadalne",Niektóre trujące,"Mieszany
"
Russula adusta,Gołąbek podpalany,"Grzyb o szarobrązowym kapeluszu, który czernieje po uszkodzeniu. Rośnie w lasach iglastych. Owocniki pojawiają się latem i jesienią",Niejadalny,Nie trujący,"Iglasty
"
Russula aeruginea,Gołąbek zielonawy,Grzyb o zielonawym kapeluszu. Rośnie w lasach liściastych i iglastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Mieszany
"
Russula albonigra,Gołąbek czarnobiały,"Grzyb o białym kapeluszu, który czernieje po uszkodzeniu. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią",Niejadalny,Nie trujący,"Liściasty
"
Russula amoenolens,Gołąbek przyjemny,Grzyb o brązowym kapeluszu o przyjemnym zapachu. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Russula atropurpurea,Gołąbek purpurowoczarny,Grzyb o ciemnopurpurowym kapeluszu. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Russula aurea,Gołąbek złoty,Grzyb o złotożółtym kapeluszu. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Russula brevipes,Gołąbek krótkotrzonowy,Grzyb o białym kapeluszu i krótkim trzonie. Rośnie w lasach iglastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Iglasty
"
Russula carpini,Gołąbek grabowy,Grzyb o brązowym kapeluszu. Rośnie w lasach grabowych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Russula cascadensis,Gołąbek kaskadowy,Grzyb o czerwonym kapeluszu. Rośnie w lasach iglastych w górach Kaskadowych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Iglasty
"
Russula cerolens,Gołąbek woskowonny,Grzyb o żółtawym kapeluszu o zapachu wosku. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Russula claroflava,Gołąbek jasnożółty,Grzyb o jasnożółtym kapeluszu. Rośnie w lasach brzozowych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Russula clavipes,Gołąbek maczugonogi,Grzyb o brązowym kapeluszu i maczugowatym trzonie. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Russula compacta,Gołąbek zwięzły,"Grzyb o białawym, twardym kapeluszu. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią",Jadalny,Nie trujący,"Liściasty
"
Russula crassotunicata,Gołąbek gruboskórny,Grzyb o brązowym kapeluszu z grubą skórką. Rośnie w lasach iglastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Iglasty
"
Russula cremoricolor,Gołąbek kremowy,Grzyb o kremowym kapeluszu. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Russula crustosa,Gołąbek skorupiasty,Grzyb o brązowym kapeluszu pokrytym skorupiastą skórką. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Russula cyanoxantha,Gołąbek modry,Grzyb o fioletowoniebieskim kapeluszu. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Russula decolorans,Gołąbek płowiejący,"Grzyb o pomarańczowym kapeluszu, który z czasem płowieje. Rośnie w lasach iglastych. Owocniki pojawiają się latem i jesienią",Jadalny,Nie trujący,"Iglasty
"
Russula densifolia,Gołąbek gęstoblaszkowy,Grzyb o białawym kapeluszu z gęsto ułożonymi blaszkami. Rośnie w lasach liściastych i iglastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Mieszany
"
Russula dissimulans,Gołąbek niejasny,Grzyb o brązowym kapeluszu. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Niejadalny,Nie trujący,"Liściasty
"
Russula earlei,Gołąbek Earle'a,Grzyb o czerwonym kapeluszu. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Russula eccentrica,Gołąbek mimośrodkowy,"Grzyb o asymetrycznym, brązowym kapeluszu. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią",Jadalny,Nie trujący,"Liściasty
"
Russula flavisiccans,Gołąbek żółknący,"Grzyb o żółtawym kapeluszu, który żółknie po uszkodzeniu. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią",Jadalny,Nie trujący,"Liściasty
"
Russula fragilis,Gołąbek kruchy,"Grzyb o czerwonym, bardzo kruchym kapeluszu. Rośnie w lasach liściastych i iglastych. Owocniki pojawiają się latem i jesienią",Niejadalny,Nie trujący,"Mieszany
"
Russula fragrantissima,Gołąbek pachnący,Grzyb o brązowym kapeluszu o intensywnym zapachu. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Russula fucosa,Gołąbek brunatny,Grzyb o brązowym kapeluszu. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Russula grata,Gołąbek przyjemny,Grzyb o brązowym kapeluszu o przyjemnym zapachu. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Russula graveolens,Gołąbek cuchnący,Grzyb o brązowym kapeluszu o nieprzyjemnym zapachu. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Niejadalny,Nie trujący,"Liściasty
"
Russula heterophylla,Gołąbek różnolistny,Grzyb o zielonawym kapeluszu z blaszkami o różnej długości. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Russula lutea,Gołąbek żółty,Grzyb o jaskrawożółtym kapeluszu. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Russula maculata,Gołąbek plamisty,Grzyb o czerwonym kapeluszu z ciemniejszymi plamami. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Russula mariae,Gołąbek Marii,Grzyb o czerwonym kapeluszu. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Russula modesta,Gołąbek skromny,Grzyb o brązowym kapeluszu. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Russula occidentalis,Gołąbek zachodni,Grzyb o czerwonym kapeluszu. Rośnie w lasach iglastych na zachodzie Ameryki Północnej. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Iglasty
"
Russula ochraleucoides,Gołąbek ochrowobiały,Grzyb o ochrowobiałym kapeluszu. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Russula ochroleucoides,Gołąbek ochrowobiały,Grzyb o ochrowobiałym kapeluszu. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Russula olivacea,Gołąbek oliwkowy,Grzyb o oliwkowym kapeluszu. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Russula ornaticeps,Gołąbek ozdobny,Grzyb o czerwonym kapeluszu z żółtymi plamkami. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Russula paludosa,Gołąbek błotny,Grzyb o czerwonym kapeluszu. Rośnie w wilgotnych lasach iglastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Iglasty
"
Russula parazurea,Gołąbek niebieskawy,Grzyb o niebieskawym kapeluszu. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Russula parvovirescens,Gołąbek zielonawy,Grzyb o zielonawym kapeluszu. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Russula pectinatoides,Gołąbek grzebieniasty,Grzyb o brązowym kapeluszu z prążkowanym brzegiem. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Niejadalny,Nie trujący,"Liściasty
"
Russula praeumbonata,Gołąbek wypukły,Grzyb o brązowym kapeluszu z wyraźnym garbem. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Russula puellaris,Gołąbek dziewczęcy,Grzyb o różowym kapeluszu. Rośnie w lasach liściastych i iglastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Mieszany
"
Russula pulverulenta,Gołąbek oprószony,Grzyb o brązowym kapeluszu pokrytym białawym nalotem. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Russula queletii,Gołąbek Queleta,Grzyb o czerwonym kapeluszu. Rośnie w lasach iglastych. Owocniki pojawiają się latem i jesienią,Niejadalny,Nie trujący,"Iglasty
"
Russula rhodocephala,Gołąbek różowogłowy,Grzyb o różowym kapeluszu. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Russula rosea,Gołąbek różowy,Grzyb o różowym kapeluszu. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Russula rubescens,Gołąbek czerwieniejący,"Grzyb o białawym kapeluszu, który czerwienieje po uszkodzeniu. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią",Jadalny,Nie trujący,"Liściasty
"
Russula sanguinea,Gołąbek krwisty,Grzyb o krwistoczerwonym kapeluszu. Rośnie w lasach iglastych. Owocniki pojawiają się latem i jesienią,Niejadalny,Nie trujący,"Iglasty
"
Russula silvestris,Gołąbek leśny,Grzyb o brązowym kapeluszu. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Russula silvicola,Gołąbek leśny,Grzyb o brązowym kapeluszu. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Russula variata,Gołąbek zmienny,Grzyb o kapeluszu zmieniającym kolor od zielonego do brązowego. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Russula ventricosipes,Gołąbek brzuchatonogi,Grzyb o czerwonym kapeluszu i brzuchatym trzonie. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Russula versicolor,Gołąbek różnobarwny,Grzyb o kapeluszu zmieniającym kolor. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Russula veternosa,Gołąbek stary,Grzyb o brązowym kapeluszu. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Niejadalny,Nie trujący,"Liściasty
"
Russula vinacea,Gołąbek winny,Grzyb o winnoczerwonej barwie kapelusza. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Russula vinosa,Gołąbek winny,Grzyb o winnoczerwonej barwie kapelusza. Rośnie w lasach iglastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Iglasty
"
Russula violeipes,Gołąbek fioletowonogi,Grzyb o czerwonym kapeluszu i fioletowym trzonie. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Russula virescens,Gołąbek zielonawy,Grzyb o zielonawym kapeluszu pokrytym łuskami. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Sarcodon,Sarniak,Rodzaj grzybów o kapeluszach pokrytych łuskami i kolcami na spodzie. Rosną na ziemi w lasach. Owocniki pojawiają się latem i jesienią,"Niektóre jadalne, inne niejadalne",Nie trujący,"Mieszany
"
Sarcodon imbricatus,Sarniak dachówkowaty,Grzyb o brązowym kapeluszu pokrytym łuskami. Rośnie w lasach iglastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Iglasty
"
Sarcomyxa serotina,Łycznik późny,"Grzyb o zielonkawym, muszelkowatym kapeluszu. Rośnie na martwym drewnie drzew liściastych. Owocniki pojawiają się późną jesienią i zimą",Niejadalny,Nie trujący,"Liściasty
"
Sarcoscypha occidentalis,Czarka szkarłatna,"Grzyb o jaskrawoczerwonym, miseczkowatym owocniku. Rośnie na martwych gałązkach drzew liściastych. Owocniki pojawiają się wiosną",Niejadalny,Nie trujący,"Liściasty
"
Sarcosphaera coronaria,Koronica ozdobna,"Grzyb o fioletowawym, kulistym owocniku otwierającym się gwiaździście. Rośnie na ziemi w lasach iglastych. Owocniki pojawiają się wiosną",Niejadalny,Trujący,"Iglasty
"
Schizophyllum commune,Rozszczepka pospolita,"Grzyb o małym, białawym, wachlarzowatym kapeluszu z rozszczepionymi blaszkami. Rośnie na martwym drewnie. Owocniki pojawiają się przez cały rok",Niejadalny,Nie trujący,"Mieszany
"
Scleroderma,Tęgoskór,"Rodzaj grzybów o kulistych, twardych owocnikach. Rosną na ziemi w lasach. Owocniki pojawiają się latem i jesienią",Niejadalny,Trujący,"Mieszany
"
Scleroderma areolatum,Tęgoskór areolowany,"Grzyb o kulistym, brązowym owocniku pokrytym łuskami. Rośnie na ziemi w lasach. Owocniki pojawiają się latem i jesienią",Niejadalny,Trujący,"Mieszany
"
Scleroderma citrinum,Tęgoskór cytrynowy,"Grzyb o kulistym, żółtawym owocniku. Rośnie na ziemi w lasach. Owocniki pojawiają się latem i jesienią",Niejadalny,Trujący,"Mieszany
"
Scutellinia,Włośniczka,"Rodzaj małych grzybów o miseczkowatych, jaskrawoczerwonych owocnikach pokrytych włoskami. Rosną na ziemi i martwym drewnie. Owocniki pojawiają się od wiosny do jesieni",Niejadalny,Nie trujący,"Mieszany
"
Simocybe centunculus,Przetacznik kołpaczkowaty,"Grzyb o małym, brązowym kapeluszu. Rośnie na martwym drewnie drzew liściastych. Owocniki pojawiają się latem i jesienią",Niejadalny,Nie trujący,"Liściasty
"
Sparassis radicata,Siedzuń korzeniowy,"Grzyb o dużym, kędzierzawym owocniku wyrastającym z długiego korzenia. Rośnie u podstawy drzew iglastych. Owocniki pojawiają się latem i jesienią",Jadalny,Nie trujący,"Iglasty
"
Sparassis spathulata,Siedzuń łopatkowaty,"Grzyb o dużym, kędzierzawym owocniku z łopatkowatymi rozgałęzieniami. Rośnie u podstawy drzew liściastych. Owocniki pojawiają się latem i jesienią",Jadalny,Nie trujący,"Liściasty
"
Spathularia flavida,Łopatnica żółtawa,"Grzyb o łopatkowatym, żółtawym owocniku. Rośnie na ziemi w lasach iglastych. Owocniki pojawiają się latem i jesienią",Niejadalny,Nie trujący,"Iglasty
"
Spathulariopsis velutipes,Łopatnica aksamitnotrzonowa,Grzyb o łopatkowatym owocniku i aksamitnym trzonie. Rośnie na ziemi w lasach iglastych. Owocniki pojawiają się latem i jesienią,Niejadalny,Nie trujący,"Iglasty
"
Spongipellis pachyodon,Gąbczak grubozębny,"Grzyb o białawym, konsolowatym owocniku z grubymi zębami na spodzie. Rośnie na martwym drewnie drzew liściastych. Owocniki pojawiają się przez cały rok",Niejadalny,Nie trujący,"Liściasty
"
Stereopsis humphreyi,Płaskownik Humphreya,"Grzyb o wachlarzowatym, brązowym owocniku. Rośnie na martwym drewnie drzew iglastych. Owocniki pojawiają się przez cały rok",Niejadalny,Nie trujący,"Iglasty
"
Stereum,Skórnik,"Rodzaj grzybów o skórzastych, rozpostartych lub konsolowatych owocnikach. Rosną na martwym drewnie. Owocniki pojawiają się przez cały rok",Niejadalny,Nie trujący,"Mieszany
"
Stereum complicatum,Skórnik pomarszczony,"Grzyb o pomarszczonym, konsolowatym owocniku. Rośnie na martwym drewnie drzew liściastych. Owocniki pojawiają się przez cały rok",Niejadalny,Nie trujący,"Liściasty
"
Stereum ostrea,Skórnik wielobarwny,"Grzyb o wachlarzowatym, wielobarwnym owocniku. Rośnie na martwym drewnie drzew liściastych. Owocniki pojawiają się przez cały rok",Niejadalny,Nie trujący,"Liściasty
"
Strobilomyces,Szyszkowiec,Rodzaj grzybów o kapeluszach pokrytych łuskami przypominającymi szyszki. Rosną na ziemi w lasach. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Mieszany
"
Stropharia aeruginosa,Pierścieniak grynszpanowy,"Grzyb o zielonkawoniebieskim, śluzowatym kapeluszu. Rośnie na ziemi w lasach liściastych. Owocniki pojawiają się latem i jesienią",Niejadalny,Trujący,"Liściasty
"
Stropharia ambigua,Pierścieniak dwuznaczny,Grzyb o żółtawym kapeluszu. Rośnie na ziemi w lasach iglastych. Owocniki pojawiają się latem i jesienią,Niejadalny,Trujący,"Iglasty
"
Stropharia caerulea,Pierścieniak niebieskozielony,"Grzyb o niebieskozielonym, śluzowatym kapeluszu. Rośnie na ziemi w lasach liściastych. Owocniki pojawiają się latem i jesienią",Niejadalny,Trujący,"Liściasty
"
Stropharia coronilla,Pierścieniak koroniasty,Grzyb o żółtawym kapeluszu z białymi łuskami na brzegu. Rośnie na łąkach i pastwiskach. Owocniki pojawiają się latem i jesienią,Niejadalny,Trujący,"Liściasty
"
Stropharia hardii,Pierścieniak Hardiego,Grzyb o brązowym kapeluszu. Rośnie na ziemi w lasach liściastych. Owocniki pojawiają się latem i jesienią,Niejadalny,Trujący,"Liściasty
"
Stropharia hornemannii,Pierścieniak Hornemanna,Grzyb o żółtawym kapeluszu. Rośnie na ziemi w lasach iglastych. Owocniki pojawiają się latem i jesienią,Niejadalny,Trujący,"Iglasty
"
Suillellus amygdalinus,Borowik migdałowy,Grzyb o brązowym kapeluszu i różowawych porach. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Liściasty
"
Suillellus luridus,Borowik ceglastopory,Grzyb o brązowym kapeluszu i pomarańczowoczerwonych porach. Rośnie w lasach liściastych. Owocniki pojawiają się latem i jesienią,Jadalny (po obróbce),Trujący (na surowo),"Liściasty
"
Suillus,Maślak,Rodzaj grzybów o śluzowatych kapeluszach i porach na spodzie. Rosną w symbiozie z drzewami iglastymi. Owocniki pojawiają się latem i jesienią,Jadalny,Nie trujący,"Iglasty
"
Suillus acidus,Maślak żółtawy,"Grzyb o żółtawym, śluzowatym kapeluszu. Rośnie pod sosnami. Owocniki pojawiają się latem i jesienią",Jadalny,Nie trujący,"Iglasty
"
Suillus americanus,Maślak amerykański,"Grzyb o żółtym, śluzowatym kapeluszu. Rośnie pod sosnami. Owocniki pojawiają się latem i jesienią",Jadalny,Nie trujący,"Iglasty
"
Suillus caerulescens,Maślak modrzejący,"Grzyb o brązowym kapeluszu, który niebieszczeje po uszkodzeniu. Rośnie pod sosnami. Owocniki pojawiają się latem i jesienią",Jadalny,Nie trujący,"Iglasty
"
Suillus clintonianus,Maślak Clintona,"Grzyb o brązowym, śluzowatym kapeluszu. Rośnie pod modrzewiami. Owocniki pojawiają się latem i jesienią",Jadalny,Nie trujący,"Iglasty
"
Suillus decipiens,Maślak zwodniczy,"Grzyb o brązowym, śluzowatym kapeluszu. Rośnie pod sosnami. Owocniki pojawiają się latem i jesienią",Jadalny,Nie trujący,"Iglasty
"
